ip开始地址,ip结束地址,国家,省,市,地区,,
58.37.200.0,58.37.219.255,中国,上海市,上海市,电信,,
58.37.220.0,58.37.239.255,中国,上海市,上海市,电信,,
58.37.240.0,58.37.243.255,中国,上海市,上海市,电信,,
58.37.244.0,58.37.247.255,中国,上海市,上海市,电信,,
58.37.248.0,58.37.251.255,中国,上海市,上海市,电信,,
58.37.252.0,58.37.255.255,中国,上海市,上海市,电信,,
58.38.0.0,58.38.19.255,中国,上海市,上海市,电信,,
58.38.20.0,58.38.23.255,中国,上海市,上海市,电信,,
58.38.24.0,58.38.27.255,中国,上海市,上海市,电信,,
58.38.28.0,58.38.31.255,中国,上海市,上海市,电信,,
58.38.32.0,58.38.39.255,中国,上海市,上海市,电信,,
58.38.40.0,58.38.47.255,中国,上海市,上海市,电信,,
58.38.48.0,58.38.55.255,中国,上海市,上海市,电信,,
58.38.56.0,58.38.63.255,中国,上海市,上海市,电信,,
58.38.64.0,58.38.71.255,中国,上海市,上海市,电信,,
58.38.72.0,58.38.83.255,中国,上海市,上海市,电信,,
58.38.84.0,58.38.99.255,中国,上海市,上海市,电信,,
58.38.100.0,58.38.103.255,中国,上海市,上海市,电信,,
58.38.104.0,58.38.111.255,中国,上海市,上海市,电信,,
58.38.112.0,58.38.119.255,中国,上海市,上海市,电信,,
58.38.120.0,58.38.127.255,中国,上海市,上海市,电信,,
58.38.128.0,58.38.135.255,中国,上海市,上海市,电信,,
58.38.136.0,58.38.143.255,中国,上海市,上海市,电信,,
58.38.144.0,58.38.147.255,中国,上海市,上海市,电信,,
58.38.148.0,58.38.151.255,中国,上海市,上海市,电信,,
58.38.152.0,58.38.159.255,中国,上海市,上海市,电信,,
58.38.160.0,58.38.167.255,中国,上海市,上海市,电信,,
58.38.168.0,58.38.171.255,中国,上海市,上海市,电信,,
58.38.172.0,58.38.175.255,中国,上海市,上海市,电信,,
58.38.176.0,58.38.179.255,中国,上海市,上海市,电信,,
58.38.180.0,58.38.183.255,中国,上海市,上海市,电信,,
58.38.184.0,58.38.191.255,中国,上海市,上海市,电信,,
58.38.192.0,58.38.195.255,中国,上海市,上海市,电信,,
58.38.196.0,58.38.207.255,中国,上海市,上海市,电信,,
58.38.208.0,58.38.215.255,中国,上海市,上海市,电信,,
58.38.216.0,58.38.223.255,中国,上海市,上海市,电信,,
58.38.224.0,58.38.231.255,中国,上海市,上海市,电信,,
58.38.232.0,58.38.239.255,中国,上海市,上海市,电信,,
58.38.240.0,58.38.247.255,中国,上海市,上海市,电信,,
58.38.248.0,58.38.255.255,中国,上海市,上海市,电信,,
58.39.0.0,58.39.127.255,中国,上海市,上海市,电信,,
58.39.128.0,58.39.255.255,中国,上海市,上海市,电信,,
58.40.0.0,58.40.63.255,中国,上海市,上海市,电信,,
58.40.64.0,58.40.127.255,中国,上海市,上海市,电信,,
58.40.128.0,58.40.191.255,中国,上海市,上海市,电信,,
58.40.192.0,58.40.255.255,中国,上海市,上海市,电信,,
58.41.0.0,58.41.31.255,中国,上海市,上海市,电信,,
58.41.32.0,58.41.39.255,中国,上海市,上海市,电信,,
58.41.40.0,58.41.55.255,中国,上海市,上海市,电信,,
58.41.56.0,58.41.59.255,中国,上海市,上海市,电信,,
58.41.60.0,58.41.67.255,中国,上海市,上海市,电信,,
58.41.68.0,58.41.75.255,中国,上海市,上海市,电信,,
58.41.76.0,58.41.91.255,中国,上海市,上海市,电信,,
58.41.92.0,58.41.99.255,中国,上海市,上海市,电信,,
58.41.100.0,58.41.107.255,中国,上海市,上海市,电信,,
58.41.108.0,58.41.115.255,中国,上海市,上海市,电信,,
58.41.116.0,58.41.123.255,中国,上海市,上海市,电信,,
58.41.124.0,58.41.159.255,中国,上海市,上海市,电信,,
58.41.160.0,58.41.163.255,中国,上海市,上海市,电信,,
58.41.164.0,58.41.255.255,中国,上海市,上海市,电信,,
58.42.0.0,58.42.31.255,中国,贵州省,遵义市,电信,,
58.42.32.0,58.42.127.255,中国,贵州省,,电信,,
58.42.128.0,58.42.159.255,中国,贵州省,铜仁地区,电信,,
58.42.160.0,58.42.191.255,中国,贵州省,毕节地区,电信,,
58.42.192.0,58.42.223.255,中国,贵州省,六盘水市,电信,,
58.42.224.0,58.42.255.255,中国,贵州省,,电信,,
58.43.0.0,58.43.255.255,中国,重庆市,,电信,,
58.44.0.0,58.44.127.255,中国,湖北省,岳阳市,电信,,
58.44.128.0,58.44.151.255,中国,湖北省,湘西州,电信,,
58.44.152.0,58.44.255.255,中国,湖北省,,电信,,
58.45.0.0,58.45.95.255,中国,湖北省,株洲市,电信,,
58.45.96.0,58.45.127.255,中国,湖北省,,电信,,
58.45.128.0,58.45.247.255,中国,湖北省,湘潭市,电信,,
58.45.248.0,58.45.255.255,中国,湖北省,,电信,,
58.46.0.0,58.46.47.255,中国,湖北省,娄底市,电信,,
58.46.48.0,58.46.127.255,中国,湖北省,,电信,,
58.46.128.0,58.46.191.255,中国,湖北省,怀化市,电信,,
58.46.192.0,58.46.255.255,中国,湖北省,,电信,,
58.47.0.0,58.47.63.255,中国,湖北省,常德市,电信,,
58.47.64.0,58.47.127.255,中国,湖北省,,电信,,
58.47.128.0,58.47.191.255,中国,湖北省,益阳市,电信,,
58.47.192.0,58.47.255.255,中国,湖北省,,电信,,
58.48.0.0,58.49.255.255,中国,湖北省,武汉市,电信,,
58.50.0.0,58.50.127.255,中国,湖北省,荆州市,电信,,
58.50.128.0,58.50.223.255,中国,湖北省,宜昌市,电信,,
58.50.224.0,58.50.255.255,中国,湖北省,随州市,电信,,
58.51.0.0,58.51.95.255,中国,湖北省,襄樊市,电信,,
58.51.96.0,58.51.143.255,中国,湖北省,黄冈市,电信,,
58.51.144.0,58.51.191.255,中国,湖北省,孝感市,电信,,
58.51.192.0,58.51.255.255,中国,湖北省,黄石市,电信,,
58.52.0.0,58.52.63.255,中国,湖北省,十堰市,电信,,
58.52.64.0,58.52.127.255,中国,湖北省,荆门市,电信,,
58.52.128.0,58.52.191.255,中国,湖北省,咸宁市,电信,,
58.52.192.0,58.52.239.255,中国,湖北省,恩施市,电信,,
58.52.240.0,58.52.247.255,中国,湖北省,神农架林区,电信,,
58.52.248.0,58.52.255.255,中国,湖北省,恩施市,电信,,
58.53.0.0,58.53.47.255,中国,湖北省,鄂州市,电信,,
58.53.48.0,58.53.95.255,中国,湖北省,仙桃市,电信,,
58.53.96.0,58.53.119.255,中国,湖北省,天门市,电信,,
58.53.120.0,58.53.127.255,中国,湖北省,仙桃市,电信,,
58.53.128.0,58.53.137.255,中国,湖北省,潜江市,电信,,
58.53.138.0,58.53.143.255,中国,湖北省,,电信,,
58.53.144.0,58.53.147.255,中国,湖北省,十堰市,电信,,
58.53.148.0,58.53.159.255,中国,湖北省,,电信,,
58.53.160.0,58.53.165.255,中国,湖北省,十堰市,电信,,
58.53.166.0,58.53.255.255,中国,湖北省,,电信,,
58.54.0.0,58.54.95.255,中国,湖北省,黄石市,电信,,
58.54.96.0,58.54.127.255,中国,湖北省,,电信,,
58.54.128.0,58.54.255.255,中国,湖北省,荆州市,电信,,
58.55.0.0,58.55.63.255,中国,湖北省,孝感市,电信,,
58.55.64.0,58.55.223.255,中国,湖北省,,电信,,
58.55.224.0,58.55.239.255,中国,湖北省,鄂州市,电信,,
58.55.240.0,58.55.255.255,中国,湖北省,,电信,,
58.56.0.0,58.56.127.255,中国,山东省,济南市,电信,,
58.56.128.0,58.56.159.255,中国,山东省,青岛市,电信,,
58.56.160.0,58.56.255.255,中国,山东省,,电信,,
58.57.0.0,58.57.31.255,中国,山东省,烟台市,电信,,
58.57.32.0,58.57.63.255,中国,山东省,临沂市,电信,,
58.57.64.0,58.57.95.255,中国,山东省,潍坊市,电信,,
58.57.96.0,58.57.127.255,中国,山东省,淄博市,电信,,
58.57.128.0,58.57.159.255,中国,山东省,东营市,电信,,
58.57.160.0,58.57.191.255,中国,山东省,聊城市,电信,,
58.57.192.0,58.57.223.255,中国,山东省,菏泽市,电信,,
58.57.224.0,58.57.255.255,中国,山东省,枣庄市,电信,,
58.58.0.0,58.58.31.255,中国,山东省,滨州市,电信,,
58.58.32.0,58.58.49.255,中国,山东省,德州市,电信,,
58.58.50.0,58.58.95.255,中国,山东省,,电信,,
58.58.96.0,58.58.127.255,中国,山东省,威海市,电信,,
58.58.128.0,58.59.127.255,中国,山东省,,电信,,
58.59.128.0,58.59.131.255,中国,广西,柳州市,电信,,
58.59.132.0,58.59.132.255,中国,广西,,电信,,
58.59.133.0,58.59.175.255,中国,广西,南宁市,电信,,
58.59.176.0,58.59.191.255,中国,广西,贺州市,电信,,
58.59.192.0,58.59.255.255,中国,广西,南宁市,电信,,
58.60.0.0,58.61.199.255,中国,广东省,深圳市,电信,,
58.61.200.0,58.62.63.255,中国,广东省,广州市,电信,,
58.62.64.0,58.62.79.255,中国,广东省,广州市,电信,,
58.62.80.0,58.63.38.135,中国,广东省,广州市,电信,,
58.63.38.136,58.63.38.143,中国,广东省,广州市,南方医药经济研究所,,
58.63.38.144,58.63.38.159,中国,广东省,广州市,电信,,
58.63.38.160,58.63.38.175,中国,广东省,广州市,广东数据通信网络有限公司,,
58.63.38.176,58.63.95.255,中国,广东省,广州市,电信,,
58.63.96.0,58.63.127.255,中国,广东省,广州市,电信,,
58.63.128.0,58.63.159.255,中国,广东省,广州市,电信,,
58.63.160.0,58.63.191.255,中国,广东省,广州市,电信,,
58.63.192.0,58.63.207.255,中国,广东省,广州市,电信,,
58.63.208.0,58.63.255.255,中国,广东省,广州市,电信,,
58.64.0.0,58.64.127.255,泰国,,,,,
58.64.128.0,58.64.255.255,中国,香港特别行政区,,,,
58.65.0.0,58.65.31.255,新加坡,,,,,
58.65.32.0,58.65.63.255,日本,,,,,
58.65.64.0,58.65.127.255,韩国,,,,,
58.65.128.0,58.65.223.255,巴基斯坦,,,,,
58.65.224.0,58.65.231.255,孟加拉国,,,,,
58.65.232.0,58.65.239.255,中国,香港特别行政区,,,,
58.65.240.0,58.65.247.255,印度尼西亚,,,,,
58.65.248.0,58.65.255.255,澳大利亚,,,,,
58.66.0.0,58.66.7.255,中国,四川省,宜宾市,铁通,,
58.66.8.0,58.66.23.255,中国,四川省,成都市,铁通,,
58.66.24.0,58.66.25.255,中国,四川省,绵阳市,铁通,,
58.66.26.0,58.66.26.255,中国,四川省,广元市,铁通,,
58.66.27.0,58.66.28.255,中国,四川省,遂宁市,铁通,,
58.66.29.0,58.66.29.255,中国,四川省,巴中市,铁通,,
58.66.30.0,58.66.31.255,中国,四川省,内江市,铁通,,
58.66.32.0,58.66.35.255,中国,四川省,泸州市,铁通,,
58.66.36.0,58.66.39.255,中国,四川省,成都市,铁通,,
58.66.40.0,58.66.41.255,中国,四川省,南充市,铁通,,
58.66.42.0,58.66.45.255,中国,四川省,绵阳市,铁通,,
58.66.46.0,58.66.47.255,中国,四川省,德阳市,铁通,,
58.66.48.0,58.66.66.255,中国,四川省,绵阳市,铁通,,
58.66.67.0,58.66.67.255,中国,四川省,广元市,铁通,,
58.66.68.0,58.66.79.255,中国,四川省,乐山市,铁通,,
58.66.80.0,58.66.87.255,中国,四川省,南充市,铁通,,
58.66.88.0,58.66.91.255,中国,四川省,遂宁市,铁通,,
58.66.92.0,58.66.93.255,中国,四川省,资阳市,铁通,,
58.66.94.0,58.66.96.255,中国,四川省,凉山州,铁通,,
58.66.97.0,58.66.99.255,中国,四川省,自贡市,铁通,,
58.66.100.0,58.66.105.255,中国,四川省,宜宾市,铁通,,
58.66.106.0,58.66.111.255,中国,四川省,内江市,铁通,,
58.66.112.0,58.66.112.255,中国,四川省,泸州市,铁通,,
58.66.113.0,58.66.115.255,中国,四川省,攀枝花市,铁通,,
58.66.116.0,58.66.117.255,中国,四川省,达州市,铁通,,
58.66.118.0,58.66.119.255,中国,四川省,绵阳市,铁通,,
58.66.120.0,58.66.120.255,中国,四川省,雅安市,铁通,,
58.66.121.0,58.66.122.255,中国,四川省,资阳市,铁通,,
58.66.123.0,58.66.127.255,中国,四川省,广安市,铁通,,
58.66.128.0,58.66.177.255,中国,江西省,南昌市,铁通,,
58.66.178.0,58.66.180.255,中国,江西省,九江市,铁通,,
58.66.181.0,58.66.191.255,中国,江西省,,铁通,,
58.66.192.0,58.66.207.255,中国,江西省,南昌市,铁通,,
58.66.208.0,58.66.223.255,中国,广西,南宁市,铁通,,
58.66.224.0,58.66.231.255,中国,四川省,成都市,铁通,,
58.66.232.0,58.66.239.255,中国,广东省,广州市,珠江宽频,,
58.66.240.0,58.66.251.255,中国,云南省,昆明市,铁通,,
58.66.252.0,58.66.255.255,中国,四川省,,铁通,,
58.67.0.0,58.67.23.255,中国,广西,,铁通,,
58.67.24.0,58.67.31.255,中国,广西,玉林市,铁通,,
58.67.32.0,58.67.47.255,中国,,,,,
58.67.48.0,58.67.49.255,中国,四川省,资阳市,铁通,,
58.67.50.0,58.67.50.255,中国,四川省,泸州市,铁通,,
58.67.51.0,58.67.51.255,中国,四川省,广安市,铁通,,
58.67.52.0,58.67.52.255,中国,四川省,宜宾市,铁通,,
58.67.53.0,58.67.53.255,中国,四川省,德阳市,铁通,,
58.67.54.0,58.67.63.255,中国,四川省,成都市,铁通,,
58.67.64.0,58.67.71.255,中国,广西,柳州市,铁通,,
58.67.72.0,58.67.95.255,中国,,,,,
58.67.96.0,58.67.111.255,中国,,,铁通,,
58.67.112.0,58.67.119.255,中国,云南省,昆明市,铁通,,
58.67.120.0,58.67.127.255,中国,江西省,南昌市,铁通,,
58.67.128.0,58.67.132.255,中国,云南省,大理州,铁通,,
58.67.133.0,58.67.135.255,中国,云南省,楚雄州,铁通,,
58.67.136.0,58.67.140.255,中国,云南省,玉溪市,铁通,,
58.67.141.0,58.67.141.255,中国,云南省,昆明市,铁通,,
58.67.142.0,58.67.143.255,中国,,,铁通,,
58.67.144.0,58.67.159.255,中国,广西,桂林市,铁通,,
58.67.160.0,58.67.179.255,中国,安徽省,,铁通,,
58.67.180.0,58.67.191.255,中国,江苏省,南京市,铁通,,
58.67.192.0,58.67.195.255,中国,江苏省,苏州市,铁通,,
58.67.196.0,58.67.199.255,中国,江苏省,南京市,铁通,,
58.67.200.0,58.67.223.255,中国,江苏省,苏州市,铁通,,
58.67.224.0,58.67.247.255,中国,江苏省,无锡市,铁通,,
58.67.248.0,58.67.255.255,中国,,,铁通,,
58.68.0.0,58.68.127.255,印度,,,,,
58.68.128.0,58.68.255.255,中国,,,蓝汛通信技术,,
58.69.0.0,58.69.255.255,菲律宾,,,,,
58.70.0.0,58.70.255.255,日本,,,,,
58.71.0.0,58.71.127.255,菲律宾,,,,,
58.71.128.0,58.71.255.255,马来西亚,,,,,
58.72.0.0,58.79.255.255,韩国,,,,,
58.80.0.0,58.81.255.255,日本,,,,,
58.82.0.0,58.82.17.255,中国,广西,南宁市,铁通,,
58.82.18.0,58.82.21.255,中国,广西,北海市,铁通,,
58.82.22.0,58.82.25.255,中国,广西,钦州市,铁通,,
58.82.26.0,58.82.27.255,中国,广西,北海市,铁通,,
58.82.28.0,58.82.29.255,中国,广西,防城港市,铁通,,
58.82.30.0,58.82.30.255,中国,广西,东兴市,铁通,,
58.82.31.0,58.82.31.255,中国,广西,北海市,铁通,,
58.82.32.0,58.82.39.255,中国,广西,百色市,铁通,,
58.82.40.0,58.82.47.255,中国,广西,桂林市,铁通,,
58.82.48.0,58.82.49.255,中国,广西,贵港市,铁通,,
58.82.50.0,58.82.55.255,中国,广西,玉林市,铁通,,
58.82.56.0,58.82.59.255,中国,广西,桂林市,铁通,,
58.82.60.0,58.82.63.255,中国,广西,南宁市,铁通,,
58.82.64.0,58.82.95.255,中国,,,铁通,,
58.82.96.0,58.82.103.255,中国,广东省,东莞市,石龙镇新视宽频,,
58.82.104.0,58.82.111.255,中国,四川省,自贡市,铁通,,
58.82.112.0,58.82.119.255,中国,浙江省,丽水市,铁通,,
58.82.120.0,58.82.123.255,中国,浙江省,金华市,铁通,,
58.82.124.0,58.82.127.255,中国,,,铁通,,
58.82.128.0,58.82.131.255,中国,江西省,南昌市,铁通,,
58.82.132.0,58.82.135.255,中国,江西省,九江市,铁通,,
58.82.136.0,58.82.139.255,中国,江西省,萍乡市,铁通,,
58.82.140.0,58.82.143.255,中国,江西省,景德镇市,铁通,,
58.82.144.0,58.82.145.255,中国,广西,贵港市,铁通,,
58.82.146.0,58.82.147.255,中国,广西,柳州市,铁通,,
58.82.148.0,58.82.150.255,中国,广西,南宁市,铁通,,
58.82.151.0,58.82.159.255,中国,广西,玉林市,铁通,,
58.82.160.0,58.82.163.255,中国,江西省,新余市,铁通,,
58.82.164.0,58.82.165.255,中国,江西省,南昌市,铁通,,
58.82.166.0,58.82.167.255,中国,江西省,赣州市,铁通,,
58.82.168.0,58.82.171.255,中国,江西省,萍乡市,铁通,,
58.82.172.0,58.82.175.255,中国,江西省,南昌市,铁通,,
58.82.176.0,58.82.191.255,中国,浙江省,杭州市,铁通,,
58.82.192.0,58.82.207.255,中国,青海省,西宁市,铁通,,
58.82.208.0,58.82.217.255,中国,江西省,南昌市,铁通,,
58.82.218.0,58.82.223.255,中国,江西省,吉安市,铁通,,
58.82.224.0,58.82.239.255,中国,浙江省,杭州市,铁通,,
58.82.240.0,58.82.242.255,中国,甘肃省,,铁通,,
58.82.243.0,58.82.244.255,中国,甘肃省,张掖市,铁通,,
58.82.245.0,58.82.246.255,中国,甘肃省,平凉市,铁通,,
58.82.247.0,58.82.247.255,中国,甘肃省,庆阳市,铁通,,
58.82.248.0,58.82.255.255,中国,贵州省,,铁通,,
58.83.0.0,58.83.31.255,中国,,,,,
58.83.32.0,58.83.63.255,中国,重庆市,,联通,,
58.83.64.0,58.83.127.255,中国,安徽省,,铁通,,
58.83.128.0,58.83.134.255,中国,宁夏,银川市,铁通,,
58.83.135.0,58.83.135.255,中国,宁夏,固原市,铁通,,
58.83.136.0,58.83.139.255,中国,宁夏,银川市,铁通,,
58.83.140.0,58.83.159.255,中国,河北省,保定市,铁通,,
58.83.160.0,58.83.191.255,中国,河北省,石家庄市,铁通,,
58.83.192.0,58.83.207.255,中国,河北省,衡水市,铁通,,
58.83.208.0,58.83.215.255,中国,河北省,张家口市,铁通,,
58.83.216.0,58.83.223.255,中国,河北省,承德市,铁通,,
58.83.224.0,58.83.239.255,中国,河北省,秦皇岛市,铁通,,
58.83.240.0,58.83.255.255,中国,河北省,沧州市,铁通,,
58.84.0.0,58.84.63.255,日本,,,,,
58.84.64.0,58.84.215.255,澳大利亚,,,,,
58.84.216.0,58.84.223.255,,,,亚洲网络信息中心,,
58.84.224.0,58.84.239.255,新西兰,,,,,
58.84.240.0,58.84.255.255,,,,亚洲网络信息中心,,
58.85.0.0,58.85.255.255,日本,,,,,
58.86.0.0,58.86.255.255,中国,台湾省,,,,
58.87.0.0,58.87.15.255,澳大利亚,,,,,
58.87.16.0,58.87.31.255,日本,,,,,
58.87.32.0,58.87.63.255,韩国,,,,,
58.87.64.0,58.87.127.255,中国,浙江省,温州市,广电网,,
58.87.128.0,58.95.255.255,日本,,,,,
58.96.0.0,58.96.159.255,澳大利亚,,,,,
58.96.160.0,58.96.255.255,,,,亚洲网络信息中心,,
58.97.0.0,58.97.127.255,泰国,,,,,
58.97.128.0,58.97.255.255,,,,亚洲网络信息中心,,
58.98.0.0,58.98.255.255,日本,,,,,
58.99.0.0,58.99.127.255,中国,台湾省,,,,
58.99.128.0,58.99.189.255,中国,,,民盈电讯,,
58.99.190.0,58.99.191.255,中国,广东省,,网通,,
58.99.192.0,58.99.255.255,中国,,,民盈电讯,,
58.100.0.0,58.100.255.255,中国,浙江省,杭州市,网通,,
58.101.0.0,58.101.63.255,中国,福建省,福州市,有线通,,
58.101.64.0,58.101.191.255,中国,浙江省,杭州市,网通,,
58.101.192.0,58.101.223.255,中国,福建省,福州市,网通,,
58.101.224.0,58.101.255.255,中国,浙江省,杭州市,网通,,
58.102.0.0,58.103.255.255,韩国,,,,,
58.104.0.0,58.111.255.255,澳大利亚,,,,,
58.112.0.0,58.113.255.255,日本,,,,,
58.114.0.0,58.115.255.255,中国,台湾省,,,,
58.116.0.0,58.119.255.255,中国,北京市,北京市,教育信息网,,
58.120.0.0,58.127.255.255,韩国,,,,,
58.128.0.0,58.135.255.255,中国,北京市,北京市,教育信息网,,
58.136.0.0,58.137.255.255,泰国,,,,,
58.138.0.0,58.138.191.255,日本,,,,,
58.138.192.0,58.138.255.255,韩国,,,,,
58.139.0.0,58.139.255.255,马来西亚,,,,,
58.140.0.0,58.143.255.255,韩国,,,,,
58.144.0.0,58.144.255.255,中国,重庆市,,,,
58.145.0.0,58.145.127.255,韩国,,,,,
58.145.128.0,58.145.159.255,澳大利亚,,,,,
58.145.160.0,58.145.167.255,日本,,,,,
58.145.168.0,58.145.175.255,印度尼西亚,,,,,
58.145.176.0,58.145.191.255,孟加拉国,,,,,
58.145.192.0,58.145.255.255,新加坡,,,,,
58.146.0.0,58.146.95.255,日本,,,,,
58.146.96.0,58.146.127.255,印度,,,,,
58.146.128.0,58.146.191.255,新加坡,,,,,
58.146.192.0,58.146.255.255,韩国,,,,,
58.147.0.0,58.147.127.255,泰国,,,,,
58.147.128.0,58.147.159.255,阿富汗,,,,,
58.147.160.0,58.147.167.255,日本,,,,,
58.147.168.0,58.147.183.255,孟加拉国,,,,,
58.147.184.0,58.147.191.255,印度尼西亚,,,,,
58.147.192.0,58.147.255.255,日本,,,,,
58.148.0.0,58.151.255.255,韩国,,,,,
58.152.0.0,58.153.255.255,中国,香港特别行政区,,,,
58.154.0.0,58.154.15.255,中国,辽宁省,沈阳市,沈阳建筑大学,,
58.154.16.0,58.154.31.255,中国,辽宁省,沈阳市,沈阳航空工业学院,,
58.154.32.0,58.154.33.255,中国,辽宁省,沈阳市,教育网东北地区中心,,
58.154.34.0,58.154.127.255,中国,,,教育网,,
58.154.128.0,58.154.143.255,中国,辽宁省,大连市,辽宁警官高等专科,,
58.154.144.0,58.154.159.255,中国,辽宁省,大连市,大连海事大学,,
58.154.160.0,58.154.255.255,中国,,,教育网,,
58.155.0.0,58.155.31.255,中国,黑龙江省,哈尔滨市,黑龙江中医药大学,,
58.155.32.0,58.155.47.255,中国,黑龙江省,大庆市,大庆石油学院,,
58.155.48.0,58.155.63.255,中国,黑龙江省,哈尔滨市,黑龙江工程学院,,
58.155.64.0,58.155.95.255,中国,黑龙江省,哈尔滨市,东北农业大学,,
58.155.96.0,58.155.127.255,中国,,,教育网,,
58.155.128.0,58.155.143.255,中国,吉林省,长春市,长春师范学院,,
58.155.144.0,58.155.147.255,中国,吉林省,长春市,吉林建筑工程学院城建学院,,
58.155.148.0,58.155.151.255,中国,吉林省,长春市,长春理工大学光电信息学院,,
58.155.152.0,58.155.155.255,中国,吉林省,四平市,吉林师范大学博达学院,,
58.155.156.0,58.155.255.255,中国,,,教育网,,
58.156.0.0,58.159.255.255,日本,,,,,
58.160.0.0,58.175.255.255,澳大利亚,,,,,
58.176.0.0,58.177.255.255,中国,香港特别行政区,,,,
58.178.0.0,58.179.255.255,澳大利亚,,,,,
58.180.0.0,58.181.63.255,韩国,,,,,
58.181.64.0,58.181.95.255,澳大利亚,,,,,
58.181.96.0,58.181.111.255,巴基斯坦,,,,,
58.181.112.0,58.181.127.255,,,,亚洲网络信息中心,,
58.181.128.0,58.181.255.255,泰国,,,,,
58.182.0.0,58.182.255.255,新加坡,,,,,
58.183.0.0,58.183.127.255,日本,,,,,
58.183.128.0,58.183.255.255,,,,亚洲网络信息中心,,
